profile_id,sex,age,pr_interest_keyword_cd_1,pr_interest_keyword_cd_2,pr_interest_keyword_cd_3,ch_interest_keyword_cd_1,ch_interest_keyword_cd_2,ch_interest_keyword_cd_3
23196,F,4,P07,P04,P02,K01,K04,K09
23197,F,11,P06,,,K04,,
23198,F,3,P02,P04,,K01,,
23200,M,11,P03,P01,P05,K03,K04,K02
23211,F,5,P06,P05,P02,K01,K09,K06
23214,M,6,P02,P07,P06,K03,,
23216,F,3,P02,P03,P06,K02,K07,K01
23226,F,6,P08,P02,P01,K03,K06,K04
23233,F,3,P02,P06,P03,K01,K02,K07
23239,F,7,P06,P01,P08,K04,K07,K03
23241,F,9,P05,P04,P07,K07,K09,K01
23243,F,11,P06,,,K09,K02,K07
23248,F,10,P03,P06,P05,K04,K02,K01
23249,M,7,P02,P05,P06,K06,K05,K03
23251,M,6,P06,,,K03,,
23253,F,7,P05,P02,P04,K01,K04,K07
23263,M,6,P02,P05,P06,K02,K03,K08
23267,F,7,P04,P06,P08,K04,K03,K02
23268,M,13,P03,,,K02,,
23272,M,7,P01,P07,P08,K06,K02,K05
23277,F,4,P01,P04,P03,K06,K05,K08
23278,F,7,P06,,,K02,,
23281,F,8,P06,P07,P08,K03,K05,K07
23282,F,7,P06,,,K04,,
23286,F,7,P02,P06,P07,K03,K06,K07
23292,M,6,P04,,,K08,,
23301,F,9,P01,P03,P08,K03,K04,K06
23303,F,8,P02,P07,P08,K06,K03,K05
23313,M,5,P05,,,K09,,
23317,M,6,P01,P04,P06,K03,K04,K08
23322,M,2,P06,P07,P05,K01,K03,K08
23324,F,2,P02,P06,P04,K03,K01,K06
23325,F,5,P01,P03,,K02,K01,K03
23333,M,3,P06,,,K01,,
23334,F,5,P07,P06,P04,K01,K03,K07
23335,M,4,P05,P07,P04,K08,K06,K02
23337,M,6,P02,P04,P07,K01,K03,K08
23348,F,4,P06,P07,P03,K01,K02,K03
23350,F,12,P04,,,K05,,
23355,F,6,P06,P07,P01,K02,K03,K05
23356,F,8,P01,P06,P03,K04,,
23372,M,3,P03,,,K01,,
23374,M,10,P01,,,K05,,
23380,M,8,P03,P04,P08,K04,K08,K09
23387,M,6,P05,P03,P01,K03,K01,K05
23393,F,9,P04,P05,,K01,K02,K07
23394,M,5,P02,P07,P04,K03,K01,K09
23399,M,10,P02,P03,P08,K05,K01,K03
23402,F,8,P02,P04,P07,K05,K04,K01
23407,M,4,P02,P06,P07,K06,K08,K03
23408,F,9,P06,P04,P01,K04,K02,
23409,F,6,P02,P07,P06,K06,K03,K05
23410,F,5,P02,P03,P06,K03,K01,K07
23414,F,6,P02,P03,P07,K01,K04,K07
23415,F,4,P04,P02,P08,K03,K05,K01
23419,M,10,P06,P01,P04,K02,K07,K04
23429,F,9,P08,P06,P01,K02,,
23435,M,9,P01,,,K04,,
23438,M,4,P06,,,K01,,
23441,F,8,P06,P01,P05,K01,K02,K04
23446,M,5,P01,P03,P05,K02,K05,K01
23448,F,1,P04,,,K08,,
23453,M,2,P06,P07,P08,K03,,
23454,F,4,P06,P02,P03,K01,K06,K05
23460,F,6,P06,P01,P03,K02,K01,K06
23461,F,10,P06,,,K04,,
23466,F,10,P01,P07,P05,K01,K03,K06
23468,F,7,P02,P03,P07,K03,K06,K02
23476,F,3,P02,P06,P04,K01,K06,K03
23477,M,7,P04,P02,P08,K05,K09,K01
23481,M,8,P01,P06,P08,K04,K05,K03
23482,M,6,P01,P05,P07,K09,K05,K02
23485,F,5,P03,P06,P08,K01,K02,K03
23487,F,8,P02,P07,P08,K01,K03,K06
23489,F,7,P02,P04,P06,K01,K06,K03
23499,F,6,P07,P06,P02,K01,K05,K04
23507,F,10,P06,P05,P02,K01,K02,
23508,F,8,P07,,,K05,K03,K04
23519,F,10,P03,P01,P06,K02,K07,K04
23520,M,7,P03,P07,P05,K04,K09,K08
23521,F,8,P06,,,K07,,
23524,F,6,P04,P03,P02,K03,K02,K06
23526,F,13,P01,P02,P03,K01,K02,K03
23527,M,3,P05,P03,P02,K01,K08,K09
23528,M,6,P08,P07,P02,K04,K09,K05
23533,F,7,P02,,,K01,,
23537,M,8,P02,P07,P01,K03,,
23538,F,4,P06,,,K02,K08,K03
23545,M,4,P05,P06,P07,K02,K01,K07
23547,F,2,P02,P06,P07,K01,K02,K03
23549,M,3,P03,P02,P04,K08,K02,K01
23550,F,9,P01,P03,P06,K02,K04,K05
23551,F,6,P02,P07,P08,K01,K03,K04
23557,F,7,P01,P06,P05,K04,K01,K02
23558,F,5,P06,P04,P02,K06,K04,
23566,F,9,P03,P05,P06,K03,K09,K02
23584,F,4,P05,P04,P08,K01,K03,K06
23590,M,11,P07,,,K01,,
23595,F,5,P06,P07,P08,K01,K05,K06
23600,F,9,P01,P04,P07,K02,K05,K09
23601,F,2,P07,P03,P06,K02,K07,K05
23605,M,6,P01,P02,P08,K05,K06,K09
23606,F,2,P06,,,K02,,
23617,F,9,P03,,,K04,,
23636,F,12,P02,P06,P05,K02,K06,K04
23640,M,5,P07,P08,P03,K03,K05,K09
23645,M,7,P06,P07,P08,K03,K05,K06
23649,M,10,P06,,,K04,,
23650,F,6,P06,,,K02,,
23651,M,4,P01,P02,P06,K01,K02,K03
23654,F,5,P02,P04,,K01,K03,
23660,M,2,P02,P06,P05,K01,K02,K03
23661,M,6,P01,P03,P07,K06,K08,K05
23662,F,8,P06,P02,P08,K02,K03,K04
23669,M,3,P06,P04,P07,K01,K03,
23677,F,6,P02,P05,P07,K09,K06,K01
23678,F,8,P06,P01,P02,K04,K01,K03
23682,M,8,P06,P07,P04,K02,K09,K07
23688,M,9,P01,P03,P04,K06,K02,K04
23701,F,5,P03,P08,P07,K04,K03,K02
23702,M,7,P06,P03,P05,K09,K05,K04
23704,F,9,P06,P07,P05,K06,K04,K03
23712,F,8,P01,P06,P07,K02,K05,K06
23716,M,6,P01,P02,P03,K03,K08,K05
23718,F,9,P03,P06,P08,K02,K04,
23719,F,9,P01,P05,P06,K04,K03,K09
23720,F,4,P03,,,K01,,
23721,F,8,P06,P08,P03,K01,K03,K04
23722,F,10,P05,,,K07,,
23735,F,5,P06,P02,P03,K01,K04,K03
23738,M,3,P03,P02,P05,K08,K01,K06
23739,M,8,P05,P01,P07,K03,K01,K09
23740,F,7,P06,,,K01,K04,
23758,F,8,P03,P07,P08,K03,K04,K07
23766,M,8,P01,P03,P07,K05,K04,K03
23767,F,8,P06,,,K04,,
23772,F,4,P03,,,K02,,
23776,F,13,P03,P04,P06,K02,K05,K09
23781,M,5,P05,P06,P07,K01,K02,K09
23784,M,4,P05,,,K01,,
23788,F,1,P01,P06,P07,K01,K05,K09
23791,F,7,P07,P08,P01,K06,K01,K07
23804,F,8,P01,P05,P06,K02,K04,K03
23805,M,10,P01,P03,P06,K04,K05,K06
23815,F,8,P06,P08,,K02,,
23817,F,6,P06,P03,P02,K02,K03,K04
23819,F,8,P06,P07,P02,K04,K05,K01
23826,F,8,P07,P03,P02,K05,K04,K03
23829,F,5,P04,P06,P07,K01,K04,K06
23832,F,8,P01,P06,,K04,K09,K06
23834,M,8,P06,P01,P05,K01,K03,K05
23850,F,6,P01,P02,P07,K06,K07,K02
23852,M,8,P05,P07,P04,K02,K07,K03
23853,F,8,P04,P06,P03,K01,K03,K05
23857,F,9,P06,P08,P03,K04,K06,K03
23858,M,7,P02,P01,P08,K05,K06,K02
23870,M,9,P05,,,K09,,
23877,F,7,P07,P08,P01,K03,K05,K04
23878,F,8,P08,P06,P02,K04,K01,K05
23882,M,5,P05,P02,P07,K06,K02,K04
23893,M,3,P02,P03,P05,K08,K02,K03
23909,F,8,P08,P06,P02,K03,K04,K09
23910,F,5,P01,P02,P06,K03,K06,K01
23913,M,8,P03,P06,P08,K01,K02,K05
23915,M,4,P03,P06,P07,K02,K03,K08
23922,F,4,P02,P04,P07,K01,K03,K05
23923,F,4,P02,P03,P04,K01,K02,K03
23925,F,7,P07,P08,P05,K03,K05,K07
23937,F,8,P08,P01,P05,K04,K05,K01
23948,F,4,P03,P06,P07,K01,K02,K06
23957,F,9,P03,P05,P06,K02,,
23959,F,6,P06,P08,P07,K04,K03,K06
23962,F,9,P06,,,K04,,
23963,F,5,P06,P07,P08,K01,K03,K05
23972,F,8,P02,P01,P07,K02,K01,K09
23983,M,11,P01,P07,P08,K04,K06,K09
23989,M,5,P06,P04,P02,K01,K08,K05
23995,F,7,P06,,,K04,,
23998,M,5,P03,P02,P04,K08,K04,K02
23999,F,8,P02,P03,P07,K03,K06,K05
24007,M,4,P02,P04,P06,K07,K08,K03
24021,M,1,P01,,,K01,,
24022,F,8,P06,P02,P04,K04,K02,K07
24027,M,2,P05,P06,P07,K01,K03,K06
24030,F,10,P01,P07,P06,K03,K05,K04
24033,M,4,P02,P06,P03,K01,K06,K04
24035,M,4,P07,,,K06,,
24039,F,7,P04,,,K01,K02,
24041,M,4,P03,P01,P06,K01,K09,K07
24042,F,8,P07,P02,P08,K02,K04,K05
24049,F,4,P01,P02,P06,K01,K07,K03
24059,M,1,P05,,,K01,,
24061,M,7,P01,,,K02,K09,
24066,M,10,P05,P01,,K04,K09,
24068,F,6,P08,P07,P06,K03,K01,
24071,F,3,P02,P04,P07,K01,K03,K02
24073,F,8,P04,P06,P07,K06,K05,K04
24075,F,6,P02,P04,P07,K01,K02,K03
24076,F,2,P06,,,K04,,
24081,F,2,P02,P04,P03,K01,K02,K07
24082,F,8,P03,P06,P08,K01,K04,K05
24083,F,8,P02,P05,P06,K01,K03,K04
24091,M,8,P05,,,K09,,
24099,M,1,P05,,,K03,,
24100,M,11,P01,P03,P07,K03,K05,K04
24101,M,8,P01,P07,P02,K03,,
24102,F,3,P05,P07,P06,K02,,
24111,F,1,P04,P03,,K08,,
24116,M,6,P01,,,K04,,
24117,F,5,P02,P07,P03,K01,K03,K07
24127,M,3,P02,,,K01,,
24128,F,4,P02,P04,P03,K01,K09,K03
24136,F,7,P07,P03,P08,K01,K05,K07
24146,M,9,P01,P02,P08,K02,K04,K05
24148,M,8,P05,P01,,K03,,
24153,M,8,P07,P03,P06,K03,K07,K05
24155,M,8,P06,P02,P03,K01,K05,K02
24162,M,8,P03,P06,,K06,K03,K01
24165,F,6,P01,P02,P03,K01,K03,K02
24171,M,8,P01,P05,P08,K04,K06,K09
24182,M,5,P02,P07,P08,K08,K09,K02
24187,F,9,P01,P03,P06,K03,K04,K05
24196,M,5,P02,P04,P03,K08,K02,K03
24199,F,7,P08,P07,P01,K04,,
24201,F,3,P06,P02,P03,K01,K03,K07
24202,M,8,P01,,,K06,,
24205,M,7,P03,P04,P08,K05,K09,K08
24207,M,7,P07,P02,P06,K04,K05,K09
24208,F,8,P06,,,K03,,
24216,F,8,P06,,,K05,K01,
24218,F,8,P01,P03,P06,K02,K04,K01
24219,M,8,P01,P08,P05,K01,K09,K04
24225,F,4,P02,P04,P06,K01,K06,K03
24226,F,8,P02,P04,P07,K03,K04,K05
24228,F,6,P03,P04,P06,K02,K01,K04
24230,F,2,P04,P02,P06,K01,K02,K03
24234,F,8,P03,P06,P01,K04,K01,K02
24247,M,5,P03,,,K02,,
24256,M,8,P06,P07,P05,K02,K01,K08
24259,F,1,P03,P06,P07,K01,K02,K04
24266,F,4,P08,P07,P06,K01,K03,K09
24268,F,12,P06,P07,P08,K03,K04,K06
24275,F,5,P03,P05,P06,K01,,
24276,M,8,P07,P03,P04,K05,K09,K02
24277,M,6,P01,P06,P08,K09,K03,K01
24281,F,11,P06,P07,P05,K04,K03,K06
24283,M,5,P08,P07,P02,K03,K05,K01
24285,F,9,P06,P01,P03,K04,K07,K02
24299,F,8,P01,P06,P03,K03,K04,K01
24302,F,5,P03,P05,P06,K01,K02,K09
24309,M,4,P02,P04,P07,K03,K08,K02
24315,F,6,P07,P06,P03,K01,K02,K03
24318,F,3,P06,P02,P05,K08,K01,K02
24326,F,8,P06,P07,,K01,K03,K05
24332,M,4,P05,P02,P07,K02,K08,K09
24334,F,9,P01,P04,P06,K04,K05,K09
24342,M,4,P05,,,K01,,
24353,M,6,P07,P08,P02,K09,K04,K03
24358,F,10,P06,,,K09,,
24360,M,8,P01,P04,P07,K02,K04,K01
24361,F,8,P04,P02,P06,K04,K03,K05
24364,F,10,P01,P08,P02,K01,K05,K03
24367,F,8,P04,P03,P01,K02,K03,K05
24374,F,4,P06,,,K01,,
24380,F,9,P07,P08,P03,K04,K02,K03
24383,M,7,P03,P01,P02,K02,K08,K04
24391,F,4,P01,P03,P05,K03,K06,K01
24400,F,1,P06,P01,P03,K04,K06,K07
24403,F,2,P03,,,K02,,
24404,F,5,P04,P08,P07,K01,K06,K05
24407,F,4,P02,P07,,K03,,
24414,F,8,P04,,,K03,K01,
24415,F,5,P02,P08,P07,K01,K06,K03
24417,F,4,P02,P06,P03,K01,K03,K05
24437,F,8,P07,,,K01,,
24447,F,7,P01,P06,P08,K04,K01,K02
24463,F,3,P06,,,K01,,
24465,F,1,P05,P01,,K02,K01,K04
24468,F,5,P04,P02,,K01,,
24471,F,8,P07,P02,P03,K02,K03,K06
24474,M,3,P02,P07,P06,K01,K08,K06
24476,F,6,P07,P06,P02,K04,K05,K06
24481,F,8,P06,P07,P01,K02,K03,K05
24487,F,6,P07,P08,P02,K06,K01,K03
24497,F,9,P02,P04,P08,K01,K03,K04
24506,M,5,P02,P04,P07,K08,K03,K04
24507,F,7,P01,P07,P06,K06,K04,K03
24511,F,8,P06,P07,P08,K02,K01,K03
24513,M,7,P02,P08,P06,K04,K05,K09
24514,M,10,P05,,,K04,K09,
24523,F,8,P05,P06,P07,K06,K03,K05
24536,M,1,P06,P07,P05,K03,,
24537,F,9,P03,P01,P06,K04,K08,K03
24544,M,7,P01,P07,P08,K03,K06,K05
24546,F,5,P06,P02,P03,K01,K03,K02
24557,M,7,P03,P07,P08,K02,K03,K06
24560,F,10,P06,P03,,K02,K06,K07
24562,F,7,P01,P08,P06,K05,K06,K04
24573,M,8,P06,,,K06,,
24585,M,6,P01,P02,P03,K02,K04,K07
24586,F,5,P03,P06,P02,K02,K03,K01
24588,M,3,P03,,,K01,,
24590,M,4,P04,P02,P05,K08,K03,K07
24595,F,10,P06,,,K01,,
24600,F,8,P02,P04,P07,K05,K04,K07
24603,F,8,P02,P06,P04,K01,K03,K04
24604,M,5,P03,P06,P02,K06,K03,K07
24608,M,10,P01,P06,P08,K06,K01,K09
24611,M,8,P04,P06,P07,K02,K07,
24613,F,8,P02,P06,P08,K01,K04,K05
24628,M,3,P07,P02,P06,K01,,
24631,M,4,P07,P04,P01,K03,K08,K06
24632,M,10,P05,,,K07,K08,K04
24639,F,3,P04,P02,,K01,K03,K06
24640,F,8,P02,P04,P07,K01,K07,K05
24645,M,9,P06,P08,P07,K08,K04,K03
24651,F,8,P06,P03,,K01,K02,K04
24654,M,3,P06,P03,P05,K01,K02,K08
24660,F,8,P06,P02,P07,K05,K03,K04
24661,F,4,P02,P03,P06,K01,K03,K06
24662,F,9,P03,P06,P01,K02,K04,K03
24663,M,4,P04,P07,P02,K01,K06,K08
24664,F,8,P06,P03,P07,K02,K01,K04
24667,F,2,P02,,,K09,,
24670,F,8,P06,P02,P03,K04,K07,K02
24671,F,6,P07,P08,P03,K01,K04,K09
24674,F,8,P01,P06,P08,K03,K04,K06
24677,M,8,P06,P03,P07,K01,K03,K08
24680,F,8,P06,,,K04,,
24681,F,8,P06,P01,P04,K01,K02,K06
24682,M,8,P02,P07,P08,K05,K07,K09
24690,M,8,P06,P05,P01,K02,K08,K09
24691,M,4,P06,P05,P07,K01,K08,K02
24695,F,11,P05,P06,P03,K04,K02,K03
24697,F,8,P06,P02,P07,K04,K01,K02
24699,F,8,P01,,,K03,,
24701,F,1,P06,,,K08,,
24710,M,7,P04,,,K08,,
24713,M,11,P01,,,K04,K08,
24714,F,4,P02,P04,P03,K01,K02,K06
24723,F,12,P05,P06,P07,K06,K04,K07
24724,F,8,P06,P02,P03,K03,K04,K07
24736,F,7,P01,P05,P07,K01,K09,K05
24743,M,7,P07,P08,P01,K03,K01,K06
24755,F,5,P04,P06,P07,K01,K07,K04
24756,F,11,P01,P05,P06,K09,K04,K08
24763,F,2,P06,,,K07,,
24764,F,12,P05,,,K07,,
24765,F,8,P06,P07,P01,K05,K06,K03
24769,F,12,P06,P05,P04,K04,K02,K09
24771,F,8,P06,,,K04,,
24773,F,3,P04,P03,P06,K01,K03,
24775,F,8,P06,P05,P01,K01,K04,K09
24778,M,3,P06,P02,P05,K01,K02,K08
24783,M,5,P01,P06,,K01,K05,K03
24785,F,4,P03,P06,P07,K01,K06,K08
24791,F,8,P08,P06,P01,K03,K04,K09
24795,F,1,P08,,,K09,,
24804,F,10,P02,P05,P06,K02,K06,K07
24805,F,4,P06,,,K03,,
24807,F,9,P07,P08,P06,K01,K04,K03
24810,F,8,P02,P07,P06,K03,K02,K01
24811,F,8,P02,,,K02,,
24821,F,8,P01,P03,P07,K04,K05,K02
24822,F,8,P02,,,K04,,
24825,M,8,P01,,,K05,,
24828,F,8,P01,P03,P02,K03,K04,K02
24832,F,9,P01,P03,P06,K06,K04,K03
24834,M,6,P06,P01,P05,K06,K08,
24836,F,8,P05,,,K04,,
24841,M,9,P01,P03,P06,K02,K04,K05
24846,F,4,P06,P05,P03,K01,K02,K03
24847,F,8,P06,P01,P03,K01,K04,K06
24851,M,8,P02,P07,P04,K01,K04,K09
24853,F,1,P04,,,K04,,
24855,F,8,P07,P08,P06,K05,K06,K03
24865,F,8,P04,P07,P06,K01,K02,K08
24875,F,9,P07,P08,P01,K02,K04,
24879,M,8,P01,P08,P02,K04,K09,K05
24881,F,10,P01,P02,P07,K03,K06,K05
24882,M,9,P01,P03,P08,K06,,
24883,F,8,P07,P03,P05,K01,K03,K06
24887,M,9,P01,P03,P07,K05,K03,K02
24897,F,8,P07,P02,P08,K03,K04,K05
24898,F,2,P07,P02,P03,K01,K06,K02
24907,M,8,P01,P08,P03,K06,K04,K05
24909,M,4,P04,P03,P02,K02,K08,K01
24910,M,13,P04,P07,P08,K02,K07,K09
24915,F,8,P02,P04,P03,K06,K04,K03
24919,M,3,P06,P05,P07,K02,K08,K01
24931,F,10,P01,P03,P06,K03,K07,
24932,M,5,P05,P04,P02,K05,K09,K07
24936,F,5,P03,P07,P06,K01,K09,K02
24937,F,6,P02,P04,P07,K01,K06,K03
24943,F,6,P02,P07,P06,K01,K02,K03
24946,M,3,P05,P06,,K08,K02,
24951,M,5,P07,P06,P04,K01,K02,K05
24953,F,7,P01,,,K04,,
24954,M,6,P01,P02,P03,K02,,
24964,F,9,P08,P07,P01,K05,K06,K04
24968,F,2,P07,,,K03,,
24969,M,11,P01,P04,P05,K01,K02,K09
24980,F,8,P02,,,K01,K06,K04
24981,M,4,P03,P06,P04,K05,K02,K01
24985,M,8,P05,,,K04,K05,
24989,F,3,P03,P08,P07,K02,K08,K01
24998,F,8,P01,P06,P02,K04,K03,K05
25002,M,8,P07,P08,P01,K05,K06,K04
25010,M,5,P07,P08,P04,K01,K02,K08
25011,M,13,P05,,,K09,,
25013,F,4,P06,P08,P03,K02,K04,K05
25016,F,8,P01,P08,P03,K05,K04,K06
25022,F,2,P06,P07,P05,K01,K03,K06
25024,F,2,P04,,,K01,,
25051,F,9,P06,,,K02,K04,
25052,F,4,P01,P06,,K01,K04,
25056,F,10,P08,P06,P02,K04,K06,K02
25059,F,9,P01,P06,P05,K04,K03,K02
25062,F,8,P08,P07,P01,K04,K03,K05
25067,M,7,P07,,,K06,,
25076,F,6,P01,P05,P06,K04,K01,K09
25079,F,3,P03,,,K01,,
25083,F,8,P06,P04,P07,K06,K04,K03
25085,M,8,P01,P08,P04,K03,K06,K08
25086,F,11,P06,,,K04,,
25094,M,8,P01,P08,P03,K03,K05,K06
25095,F,10,P01,P08,P03,K04,K05,K02
25099,M,9,P05,P06,P03,K02,K05,K09
25106,F,8,P02,P03,P07,K03,K07,K04
25107,M,9,P01,P07,P08,K04,K05,K03
25111,F,8,P05,,,K04,,
25116,F,9,P06,P05,P01,K04,K06,K07
25118,F,8,P06,P01,P03,K01,K03,K07
25126,F,8,P06,P07,P02,K06,K02,K07
25127,F,3,P06,,,K01,,
25143,F,8,P03,P05,P07,K02,K09,K07
25146,F,9,P03,P07,P06,K04,K05,K06
25149,M,5,P03,P05,P01,K02,,
25158,M,8,P08,P02,P06,K03,K05,K07
25160,F,5,P03,P06,,K03,K06,
25164,F,8,P06,P07,P05,K01,K04,K06
25165,F,6,P08,P07,P02,K01,K05,K04
25167,F,4,P03,P06,P02,K02,K01,K03
25168,F,1,P03,P01,,K04,K02,
25174,F,8,P01,P06,P03,K04,K07,K02
25188,F,8,P07,P08,P03,K03,K04,K02
25190,M,10,P01,P05,P07,K03,K08,K09
25192,F,8,P02,P06,,K01,K04,K05
25198,F,9,P07,,,K06,,
25201,M,5,P02,P03,P07,K02,K01,K03
25205,F,8,P03,P06,P01,K03,K02,K04
25211,F,8,P02,P07,P08,K03,K05,K04
25213,M,5,P06,P04,P07,K01,K03,K09
25214,M,4,P05,,,K08,,
25217,M,3,P05,,,K08,,
25224,F,8,P01,P06,P03,K01,K02,K04
25226,F,1,P06,,,K01,,
25229,F,4,P03,P07,P06,K03,,
25239,F,8,P05,P06,P08,K01,K03,K06
25240,F,9,P03,P06,P07,K01,K03,K05
25241,M,9,P01,P06,P04,K03,K04,K02
25252,F,9,P06,,,K04,,
25253,F,8,P06,P02,P03,K03,K02,K06
25254,M,8,P06,P05,P03,K09,K04,K08
25259,M,9,P06,P01,P03,K03,K06,K02
25262,M,8,P01,P02,P07,K06,K08,K09
25263,F,4,P01,P06,P07,K05,K06,K08
25272,F,8,P07,,,K03,K07,K05
25273,F,8,P06,P07,,K02,K03,K04
25277,F,8,P06,P07,P04,K01,K02,K03
25280,M,10,P03,P06,P07,K04,K08,K09
25281,F,8,P06,P02,P07,K01,K03,K05
25283,F,8,P01,P07,P08,K03,K04,K01
25291,F,8,P02,,,K02,,
25294,F,7,P01,P08,P07,K04,K05,K03
25306,M,5,P01,P06,P02,K06,K03,K08
25308,F,8,P01,P06,P08,K01,K04,K07
25312,M,4,P01,P07,P03,K08,K02,
25315,M,9,P01,P03,P07,K03,K06,K08
25322,M,11,P01,,,K06,,
25351,F,8,P08,,,K01,,
25356,F,8,P06,P04,P03,K03,K04,K09
25362,F,8,P06,P02,P03,K04,K03,K05
25370,F,8,P03,P07,P06,K01,K02,K04
25377,M,4,P04,P06,P05,K08,K01,K09
25379,M,9,P03,P05,P04,K02,K04,K09
25381,M,8,P02,,,K05,K04,K07
25383,F,8,P01,P06,P03,K01,K04,K05
25384,F,10,P01,P07,P08,K06,K08,K04
25386,F,3,P03,P06,P05,K01,K02,K09
25391,M,8,P08,P07,P03,K03,K04,K05
25394,M,8,P02,P07,P04,K05,K06,K03
25395,F,10,P07,,,K07,,
25397,F,7,P01,P07,P08,K09,K07,K05
25401,F,8,P01,P02,P03,K01,K02,K03
25416,F,8,P07,P08,P02,K03,K04,K05
25421,F,8,P06,P07,P08,K01,K05,K04
25429,M,3,P03,,,K01,,
25431,F,5,P06,,,K03,,
25436,M,8,P08,P01,,K02,K03,K09
25438,F,8,P06,P03,P02,K02,K04,K07
25445,F,8,P02,P07,P06,K07,K01,K04
25447,F,8,P02,P01,P03,K03,K01,K02
25448,F,9,P07,P06,P08,K03,K05,K01
25452,F,6,P02,P07,P04,K04,K05,K01
25456,M,5,P07,P06,P05,K02,K01,K05
25460,F,8,P07,P02,P04,K07,K01,K04
25461,F,8,P05,P06,P07,K01,K03,K02
25468,F,10,P02,,,K04,,
25474,F,8,P06,P07,P08,K03,K05,K01
25475,M,7,P01,P03,P07,K06,K03,K05
25491,F,8,P08,P01,P06,K04,K02,K05
25496,M,8,P03,P04,P05,K02,K04,K05
25499,M,4,P05,P04,P03,K01,K08,K09
25500,F,11,P01,P05,P06,K02,K07,K09
25501,M,8,P04,P06,P01,K06,K04,K08
25503,F,3,P02,P06,P03,K01,K02,K04
25507,F,3,P05,P02,P03,K01,K02,K03
25508,F,8,P01,P02,P08,K07,K01,K03
25512,M,1,P03,P04,P07,K03,K04,K05
25517,M,8,P02,P04,P03,K01,K09,K05
25520,F,8,P04,,,K03,K05,
25521,F,8,P08,P04,P05,K05,K06,K01
25523,F,8,P02,P06,P07,K01,K07,K03
25530,F,8,P02,P01,P03,K01,K03,K09
25535,M,1,P03,P04,P07,K03,K04,K05
25545,M,3,P05,P06,,K05,,
25548,F,6,P07,P08,P03,K01,K05,K03
25551,F,8,P06,P01,P03,K01,K05,K04
25553,F,11,P08,P01,P02,K06,,
25554,F,2,P04,,,K01,,
25557,M,9,P02,P01,P07,K04,K03,K05
25559,F,8,P06,P07,P03,K01,K03,K04
25560,M,12,P02,P07,P08,K03,K05,K06
25570,F,8,P01,P06,,K03,,
25572,F,10,P06,P05,P01,K02,K09,K04
25574,F,1,P01,,,K03,,
25576,F,8,P07,P03,P04,K01,K05,K04
25577,F,8,P06,,,K02,K04,
25581,F,8,P05,P06,P08,K03,K01,K04
25582,F,10,P03,P02,P07,K02,K01,K03
25587,F,8,P01,P02,P04,K01,K05,K07
25588,F,8,P02,P06,P07,K01,K07,K06
25596,F,9,P02,P03,P08,K01,K04,K07
25602,F,9,P01,P03,P08,K02,K04,K05
25605,F,6,P08,P03,P06,K05,K03,K06
25613,M,8,P01,P06,P03,K01,K04,K09
25614,F,8,P01,P06,P03,K07,K04,K05
25624,F,8,P02,P06,P08,K01,K02,K06
25625,F,2,P04,P03,P06,K01,K02,K09
25627,M,4,P04,P02,P05,K01,K09,K07
25628,M,5,P01,P04,P03,K08,K07,K05
25629,M,8,P03,P07,P08,K02,K03,K09
25630,F,8,P06,P07,P02,K01,K03,K04
25637,M,10,P01,P07,P08,K06,K05,K09
25640,M,9,P01,P03,P05,K04,K08,K09
25643,M,9,P03,P01,P04,K03,K06,K08
25647,F,4,P02,P06,P03,K01,K03,K02
25649,F,8,P02,P06,P07,K03,K04,K06
25652,F,8,P06,P02,P08,K01,K04,K03
25654,F,8,P07,P08,P04,K05,K06,K04
25660,F,5,P06,P07,,K01,K03,
25665,F,8,P06,P02,P03,K01,K02,K03
25666,M,5,P04,P08,P07,K05,K03,K09
25667,M,6,P03,P07,P08,K03,K06,K01
25670,F,8,P06,,,K04,,
25674,F,7,P01,P06,P02,K06,K03,K04
25681,F,7,P02,,,K07,,
25686,F,8,P06,P04,P03,K07,,
25687,F,8,P06,P04,P02,K07,K01,K04
25692,F,8,P08,,,K05,,
25695,M,5,P05,P03,P07,K01,K03,K06
25706,M,9,P01,,,K09,,
25709,M,3,P02,P06,P05,K01,K03,K07
25712,F,10,P05,P07,P06,K01,K09,K04
25724,F,8,P06,P03,P07,K04,K03,K01
25728,M,5,P04,P03,P05,K08,,
25729,F,4,P04,P05,,K01,K03,
25730,F,9,P05,P06,P03,K02,K04,K01
25739,M,6,P06,P05,P03,K01,K06,K05
25744,M,1,P04,,,K03,K02,
25747,F,8,P02,P01,P03,K01,K03,K04
25748,M,3,P04,P03,P02,K08,K09,K01
25750,M,6,P02,P07,P04,K03,K01,K09
25753,F,6,P02,P08,P01,K03,K06,K04
25754,F,6,P06,P02,P04,K01,K04,K03
25761,M,10,P05,,,K08,,
25764,M,8,P06,P03,P01,K01,K02,K04
25765,F,8,P02,P07,P08,K01,K04,K07
25770,F,8,P02,P03,P08,K03,K01,K05
25772,M,8,P06,P07,P02,K03,K05,K01
25774,F,8,P04,P07,P08,K01,K02,K03
25779,F,4,P06,,,K04,,
25784,F,6,P02,P07,P08,K07,K03,K04
25792,F,8,P06,,,K04,,
25794,F,11,P05,P06,P03,K02,K09,K06
25801,M,8,P03,,,K02,,
25804,F,8,P08,P07,,K03,K04,K02
25814,M,6,P07,P08,P03,K06,K03,K05
